"model_name","src_path","is_parsed","ref_resolving_error","syntax_error","error_codes"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a333/isolette/isolette/Isolette_Properties.aadl","false","8","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a333/IsoletteThermostat/Isolette/Power_Properties.aadl","false","0","1","[]"
"isolette","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a333/IsoletteThermostat/Isolette/isolette.aadl","false","0","2","[org.eclipse.xtext.diagnostics.Diagnostic.Syntax]"
"JustSubprogramGroup_process_fg","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustSubprogramGroup_process_fg.aadl","true","0","0","[]"
"JustSubprogramGroup_process_fg","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustSubprogramGroup_process_fg.aadl","true","0","0","[]"
"sc3","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/sc3.aadl","true","0","0","[]"
"sc3","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/sc3.aadl","true","0","0","[]"
"sc3","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/sc3.aadl","true","0","0","[]"
"sc3","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/sc3.aadl","true","0","0","[]"
"sc3","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/sc3.aadl","true","0","0","[]"
"sc3","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/sc3.aadl","true","0","0","[]"
"subcomponents6","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/subcomponents6.aadl","true","0","0","[]"
"subcomponents6","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/subcomponents6.aadl","true","0","0","[]"
"subcomponents6","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/subcomponents6.aadl","true","0","0","[]"
"subcomponents6","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/subcomponents6.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2222/Props.aadl","false","0","1","[]"
"data_port_to_data","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2057/data_port_to_data.aadl","true","0","0","[]"
"features6","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/features6.aadl","true","0","0","[]"
"features6","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/features6.aadl","true","0","0","[]"
"features6","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/features6.aadl","true","0","0","[]"
"features6","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/features6.aadl","true","0","0","[]"
"partition10","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/FlowLatencyCodeCoverage/partition10.aadl","true","0","0","[]"
"TestDataOverhead_SOM","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.resource.budgets.tests/models/Issue2205/TestDataOverhead_SOM.aadl","true","0","0","[]"
"JustBus_vprocessor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustVBus_vprocessor.aadl","true","0","0","[]"
"JustBus_vprocessor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustVBus_vprocessor.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/issue1769/ps1.aadl","false","0","1","[]"
"pkg1","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2005/pkg1.aadl","true","0","0","[]"
"fta2test","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/emv2/org.osate.aadl2.errormodel.faulttree.tests/models/FTATests/fta2Test.aadl","true","0","0","[]"
"BiDirToContainer_OutToIn_unique","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2318/DirectionTests/UniqueNames/BiDirToContainer_OutToIn_unique.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/issue2159/ps1.aadl","false","0","1","[]"
"JustSubprogramGroup_process","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustSubprogramGroup_process.aadl","true","0","0","[]"
"JustSubprogramGroup_process","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustSubprogramGroup_process.aadl","true","0","0","[]"
"impl::platform","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/examples/org.osate.examples/examples/arp4761/advanced/implementation/platform.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"impl::platform","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/examples/org.osate.examples/examples/arp4761/advanced/implementation/platform.aadl","true","0","0","[org.osate.xtext.aadl2.with_not_used]"
"categories","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/FlowLatencyCodeCoverage/categories.aadl","true","0","0","[]"
"bound_to_processor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/FlowLatencyCodeCoverage/bound_to_processor.aadl","true","0","0","[]"
"fg4","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/fg4.aadl","true","0","0","[]"
"fg4","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/fg4.aadl","true","0","0","[]"
"fg4","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/fg4.aadl","true","0","0","[]"
"fg4","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1447/fg4.aadl","true","0","0","[]"
"connect_to_subcomponent","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1124/connect_to_subcomponent.aadl","true","0","0","[]"
"connect_to_subcomponent","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1124/connect_to_subcomponent.aadl","true","0","0","[]"
"FGConnections","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1984/FGConnections.aadl","true","0","0","[]"
"FGConnections","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1984/FGConnections.aadl","true","0","0","[]"
"FGConnections","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1984/FGConnections.aadl","true","0","0","[]"
"FeatureGroupTest","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue923/FeatureGroupTest.aadl","true","0","0","[]"
"JustSubprogramGroup_data_fg","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustSubprogramGroup_data_fg.aadl","true","0","0","[]"
"common_error2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/emv2/org.osate.aadl2.errormodel.faulttree.tests/models/FTATests/common-error2.aadl","true","0","0","[]"
"dispatch2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/FlowLatencyCodeCoverage/dispatch2.aadl","true","0","0","[]"
"ExplicitMapping","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1092/ExplicitMapping.aadl","true","0","0","[]"
"required_vb1","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/FlowLatencyCodeCoverage/required_vb1.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.aadl2.contrib/resources/properties/Predeclared_Property_Sets/Deployment_Properties.aadl","false","0","1","[]"
"JustSubprogram_process","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustSubprogram_process.aadl","true","0","0","[]"
"JustSubprogram_process","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustSubprogram_process.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/alisa/org.osate.assure.tests/models/SimpleControlSystem/Properties/ACVIP.aadl","false","0","1","[]"
"NoFlowProps","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1815/NoFlowProps.aadl","true","0","0","[]"
"NoFlowProps","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1815/NoFlowProps.aadl","true","0","0","[]"
"JustVBus_processor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustVBus_processor.aadl","true","0","0","[]"
"JustVBus_processor","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustVBus_processor.aadl","true","0","0","[]"
"partition3","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/latencytest/partition3.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.contribution.sei/resources/properties/ARINC653.aadl","false","0","1","[]"
"functional::WheelBrake::Generic","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/examples/org.osate.examples/examples/arp4761/advanced/functional/wbs/generic.aadl","true","0","0","[]"
"functional::WheelBrake::Generic","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/examples/org.osate.examples/examples/arp4761/advanced/functional/wbs/generic.aadl","true","0","0","[]"
"data_access","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1974/data_access.aadl","true","0","0","[]"
"data_access","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue1974/data_access.aadl","true","0","0","[]"
"SimpleControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/alisa/org.osate.assure.tests/models/SimpleControlSystem/aadl/SimpleControlSystem.aadl","true","0","0","[]"
"SimpleControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/alisa/org.osate.assure.tests/models/SimpleControlSystem/aadl/SimpleControlSystem.aadl","true","0","0","[]"
"SimpleControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/alisa/org.osate.assure.tests/models/SimpleControlSystem/aadl/SimpleControlSystem.aadl","true","0","0","[]"
"SimpleControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/alisa/org.osate.assure.tests/models/SimpleControlSystem/aadl/SimpleControlSystem.aadl","true","0","0","[]"
"SimpleControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/alisa/org.osate.assure.tests/models/SimpleControlSystem/aadl/SimpleControlSystem.aadl","true","0","0","[]"
"SimpleControlSystem","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/alisa/org.osate.assure.tests/models/SimpleControlSystem/aadl/SimpleControlSystem.aadl","true","0","0","[]"
"JustData_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustData_system.aadl","true","0","0","[]"
"JustData_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustData_system.aadl","true","0","0","[]"
"JustData_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustData_system.aadl","true","0","0","[]"
"JustData_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustData_system.aadl","true","0","0","[]"
"JustSubprogramGroup_tg","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2032/JustSubprogramGroup_tg.aadl","true","0","0","[]"
"partition7","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/FlowLatencyCodeCoverage/partition7.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"TestSubcomponentRefinement","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/Issue2319/TestSubcomponentRefinement.aadl","true","0","0","[]"
"Issue1998_2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/core/org.osate.core.tests/models/issue1998/Issue1998_2.aadl","true","0","0","[]"
"impl::wheel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/examples/org.osate.examples/examples/arp4761/advanced/implementation/wheel.aadl","true","0","0","[]"
"impl::wheel","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/examples/org.osate.examples/examples/arp4761/advanced/implementation/wheel.aadl","true","0","0","[]"
"negative_time","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/FlowLatencyCodeCoverage/negative_time.aadl","true","0","0","[]"
"transmission_time","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/analyses/org.osate.analysis.flows.tests/models/latencytest/transmission_time.aadl","true","0","0","[]"
"AircraftSafetyExample::AOADiscrepancy","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a144/examples/org.osate.examples/examples/continuous-safety-risk-evaluation/AircraftSafetyExample_AOADiscrepancy.aadl","true","0","0","[]"
